Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
ecbpprw229;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw229;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw229;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw229;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw229;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw229;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw23;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Standard - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw23;Microsoft Windows Server 2003 Standard (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw23;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Standard - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw23;Microsoft Windows Server 2003 Standard (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw231;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw231;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw232;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw232;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw232;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw232;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw237;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;Storage & Backup;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw237;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw238;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw238;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw239;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw239;Microsoft Windows Server 2019 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw239;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw239;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw240;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw240;Microsoft Windows Server 2019 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw240;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw240;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw240;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw240;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw241;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw241;Microsoft Windows Server 2019 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw241;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw241;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw241;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw241;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw242;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw242;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw242;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw242;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw243;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw243;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw243;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw243;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw244;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw244;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw244;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw244;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw244;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw244;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw245;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw245;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw245;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw245;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw245;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw245;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw246;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw246;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw246;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw246;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw246;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw246;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw247;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw247;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw247;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw247;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw247;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw247;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw248;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw248;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw248;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw248;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw248;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw248;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw249;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw249;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw249;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw249;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw249;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw249;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw25;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Enterprise - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw25;Microsoft Windows Server 2008 R2 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw25;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Enterprise - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw25;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw250;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw250;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw250;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw250;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw250;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw250;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw27;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw27;Microsoft Windows Server 2016 or later (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw27;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw27;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw27;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw27;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw28;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw28;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw28;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2019 Standard - 10.0.17763;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw28;Microsoft Windows Server 2019 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw31;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw31;Microsoft Windows Server 2016 or later (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw31;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw31;Microsoft Windows Server 2016 or later (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw31;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw31;Microsoft Windows Server 2016 or later (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw35;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;ecbpprw35;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw35;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);OBSOLETO;ecbpprw35;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw37;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw37;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw37;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Retirado;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw37;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw43;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;No operativo;WINTEL;Producción;Windows 2003 Standard - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw43;Microsoft Windows Server 2003 Standard (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw43;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;No operativo;WINTEL;Producción;Windows 2003 Standard - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw43;Microsoft Windows Server 2003 Standard (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw44;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw44;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw44;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw44;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw46;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw46;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw46;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw46;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw46;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw46;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw49;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw49;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw49;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw49;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw56;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw56;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw56;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw56;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw58;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw58;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw58;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw58;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw59;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw59;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw59;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw59;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw60;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw60;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw60;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw60;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw61;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw61;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw61;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw61;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw62;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Integracion Vmware (vCenters);OBSOLETO;ecbpprw62;Microsoft Windows Server 2008 R2 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw62;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Integracion Vmware (vCenters);OBSOLETO;ecbpprw62;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw62;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Integracion Vmware (vCenters);OBSOLETO;ecbpprw62;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
