Nombre componente/instancia;CHECK UNICIDAD;TORRE;ENTORNO;DUPLICADO?;VERIFICACION EN LISTA ENTITIES DYNATRACE;VERIFICACION CMDB - ESTADO;VERIFICACION CMDB - GRUPO;VERIFICACION CMDB - ENTORNO;VERIFICACION CMDB - SISTEMA OPERATIVO;CHECK INVENTARIO PLAN;Estado Monitoreo Integración;MARCA OBSOLESCENCIA;[Instancia] : Nombre ORI;[Instancia] : Motor de Base de Datos;[Servidor] : Display Label;Notas;Réplicación 
ecbpprw182;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw182;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw182;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw182;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw183;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw183;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw183;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw183;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw184;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw184;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw184;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw184;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw185;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw185;Microsoft Windows Server 2003 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw185;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Operativo;WINTEL;Producción;Windows 2003 Enterprise - 5.2.3790;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw185;Microsoft Windows Server 2003 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw188;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw188;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw188;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw188;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw188;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw188;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw189;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw189;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw189;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw189;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw189;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw189;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw192;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw192;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw192;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw192;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw196;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw196;Microsoft Windows Server 2019 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw196;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2022 Standard - 10.0.20348;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw196;Microsoft Windows Server 2022 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw197;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw197;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw197;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw197;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw197;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw197;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw198;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw198;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw198;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw198;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw198;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw198;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw199;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw199;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw199;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw199;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw199;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw199;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw20;1;WINTEL;DCA;NO DUPLICADO;PLAN COBERTURA;Retirado;WINTEL;Producción;Windows ® 2008 Standard - 6.0.6003;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw20;Microsoft Windows Server 2008 (32-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw20;0;WINTEL;DCP;DUPLICADO;PLAN COBERTURA;Retirado;WINTEL;Producción;Windows ® 2008 Standard - 6.0.6003;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw20;Microsoft Windows Server 2008 (32-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw200;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw200;Microsoft Windows Server 2012 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw200;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw200;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw200;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2012 R2 Standard - 6.3.9600;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw200;Microsoft Windows Server 2012 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw201;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw201;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw201;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw201;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw202;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw202;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw202;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw202;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw203;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw203;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw203;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw203;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw204;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw204;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw204;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw204;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw205;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw205;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw205;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw205;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw206;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw206;Microsoft Windows Server 2016 or later (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw206;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw206;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw21;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw21;Microsoft Windows Server 2008 R2 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw21;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw21;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw21;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2008 R2 Standard - 6.1.7601;NO ENCONTRADO EN PLAN;Remote Host Wintel (Extension);OBSOLETO;ecbpprw21;Microsoft Windows Server 2008 R2 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw210;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw210;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw211;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw211;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw211;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw211;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw213;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw213;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw213;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw213;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw214;1;WINTEL;DCP;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw214;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw214;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw214;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw216;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw216;Microsoft Windows Server 2016 or later (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw216;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw216;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw216;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw216;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw217;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw217;Microsoft Windows Server 2016 or later (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw217;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw217;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw219;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw219;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw219;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw219;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw219;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw219;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw220;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw220;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw220;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw220;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw220;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw220;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw222;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw222;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw222;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw222;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw222;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw222;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw223;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw223;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw223;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw223;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw223;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw223;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw224;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw224;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw224;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw224;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw224;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw224;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw225;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw225;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw225;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw225;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw225;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw225;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
ecbpprw226;1;WINTEL;DCA;NO DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw226;Microsoft Windows Server 2016 (64-bit);poweredOff;DRECAVC004;VMware Virtual Machine Instance
ecbpprw226;0;WINTEL;DCP;DUPLICADO;ENTITIES DYNATRACE;Operativo;WINTEL;Producción;Windows 2016 Standard - 10.0.14393;NO ENCONTRADO EN PLAN;Infrastructure only (Agente);CON SOPORTE;ecbpprw226;Microsoft Windows Server 2016 (64-bit);poweredOn;ECBPPRVC9;VMware Virtual Machine Instance
